first_name,last_name,email,gender,ip_address,transaction_id,transaction_date_time,account_number,transaction_type,transaction_amount,transaction_currency,merchant_name,merchant_location,transaction_category
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,158.244.101.86,49,2021-06-01 11:44:12,0011118881,withdrawal,8075.51,SEK,Tanoodle,PO Box 95967,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,78.203.49.126,50,2021-02-07 22:43:01,0011118881,withdrawal,25661.09,MXN,Digitube,Room 971,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,78.112.25.44,51,2021-06-06 11:26:11,0011118881,withdrawal,25813.44,RUB,Fanoodle,16th Floor,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,152.136.63.119,52,2021-07-03 15:42:57,0011118881,transfer,4532.41,EUR,JumpXS,Suite 20,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,118.113.61.163,53,2021-07-25 08:51:32,0011118881,withdrawal,16446.88,RUB,Dynabox,Suite 16,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,50.231.127.220,54,2021-10-07 21:48:13,0011118881,withdrawal,21132.52,EUR,Dynabox,PO Box 64216,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,71.127.186.163,55,2021-12-10 01:45:59,0011118881,withdrawal,5243.97,USD,Yabox,16th Floor,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,255.254.90.215,56,2021-12-09 00:07:24,0011118881,deposit,25489.9,AFN,Katz,Apt 1147,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,30.178.231.129,57,2021-07-14 12:47:50,0011118881,deposit,4548.52,BRL,Thoughtstorm,Apt 1742,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,136.196.166.1,58,2021-06-20 14:01:12,0011118881,withdrawal,19501.79,EUR,Photobug,Room 887,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,45.171.184.203,59,2021-09-06 08:01:36,0011118881,withdrawal,6793.18,CAD,Wordware,Suite 30,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,126.128.122.180,60,2021-11-14 20:38:05,0011118881,deposit,10310.84,CNY,Ntag,PO Box 72621,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,193.24.252.174,61,2021-04-05 20:15:49,0011118881,transfer,13376.88,PLN,Katz,PO Box 27824,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,111.55.54.189,62,2021-09-26 11:14:31,0011118881,transfer,24606.08,CNY,Dazzlesphere,Room 1095,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,244.217.96.55,63,2021-06-06 04:49:10,0011118881,deposit,6667.04,PLN,Devpulse,13th Floor,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,244.157.60.66,64,2021-06-18 12:02:07,0011118881,transfer,25057.01,PHP,Skidoo,Room 1059,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,8.71.159.87,65,2021-12-09 14:02:45,0011118881,withdrawal,13632.25,CNY,Agivu,Room 346,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,101.191.112.35,66,2021-11-24 21:24:32,0011118881,withdrawal,20187.33,CNY,Gabvine,Room 1536,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,199.62.213.26,67,2021-11-24 03:25:41,0011118881,deposit,22038.23,USD,Wikido,14th Floor,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,149.28.147.141,68,2021-09-22 20:34:51,0011118881,withdrawal,3739.36,USD,Feednation,10th Floor,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,219.91.196.168,69,2021-11-24 05:23:23,0011118881,withdrawal,23905.99,SOS,Skimia,Suite 9,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,158.156.107.140,70,2021-04-17 19:59:18,0011118881,deposit,26375.37,CNY,Einti,Apt 1780,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,179.9.144.253,71,2021-01-16 15:02:47,0011118881,withdrawal,18607.15,CNY,Browsezoom,Suite 56,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,25.44.237.119,72,2021-10-31 22:39:03,0011118881,withdrawal,4272.15,PLN,Feednation,Suite 61,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,36.152.245.196,73,2021-09-25 07:23:37,0011118881,transfer,3504.68,CNY,Gabcube,Room 43,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,88.230.0.252,74,2021-04-25 08:10:49,0011118881,transfer,29873.24,SEK,Trudeo,18th Floor,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,217.161.55.110,75,2021-07-14 07:43:47,0011118881,withdrawal,8868.23,PLN,Skyble,PO Box 18055,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,42.12.57.191,76,2021-08-30 10:41:05,0011118881,transfer,11843.13,MGA,Yodel,Room 525,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,168.0.142.121,77,2021-08-09 00:36:48,0011118881,deposit,3994.3,EUR,Cogibox,Suite 12,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,167.251.43.155,78,2021-03-18 08:47:34,0011118881,deposit,19370.94,CNY,Fivebridge,Apt 1122,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,14.58.200.140,79,2021-08-15 20:43:23,0011118881,deposit,15346.21,GTQ,Ainyx,PO Box 2194,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,167.234.91.247,80,2021-08-18 19:29:36,0011118881,transfer,18584.55,EUR,Skiptube,Apt 1995,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,86.14.113.208,81,2021-05-16 11:42:09,0011118881,transfer,5096.1,GEL,Livefish,Suite 65,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,92.72.43.192,82,2021-01-30 06:05:59,0011118881,transfer,12064.53,XPF,Twinder,Suite 56,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,113.185.180.42,83,2021-07-11 04:52:53,0011118881,deposit,28835.69,AUD,Kanoodle,1st Floor,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,74.156.223.63,84,2021-06-17 01:12:39,0011118881,deposit,12959.13,CAD,Oyope,PO Box 26554,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,11.205.187.68,85,2021-01-12 06:07:22,0011118881,transfer,15084.5,BAM,Youtags,Apt 1921,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,175.65.231.42,86,2021-05-25 10:06:50,0011118881,deposit,9873.73,USD,Roombo,Apt 1516,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,98.225.209.199,87,2021-06-24 12:25:15,0011118881,withdrawal,13516.21,CNY,Pixonyx,15th Floor,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,140.28.217.126,88,2021-04-23 14:09:32,0011118881,transfer,15477.83,EUR,Skibox,PO Box 96537,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,126.161.157.132,89,2021-05-11 23:22:20,0011118881,transfer,11325.66,SOS,Yotz,PO Box 33050,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,50.58.46.219,90,2021-02-26 14:54:37,0011118881,transfer,5859.63,CNY,Bubbletube,PO Box 76944,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,87.124.202.142,91,2021-01-01 19:10:01,0011118881,withdrawal,11491.06,MMK,Abatz,PO Box 15755,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,100.149.227.198,92,2021-08-28 23:21:26,0011118881,transfer,22930.44,CNY,Oyoloo,PO Box 53288,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,46.4.148.217,93,2021-07-29 11:23:20,0011118881,transfer,24868.36,RUB,Kaymbo,PO Box 24046,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,210.9.145.120,94,2021-02-06 00:15:07,0011118881,transfer,23084.72,IDR,Vidoo,Suite 47,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,181.98.22.68,95,2021-02-12 03:18:48,0011118881,withdrawal,29988.57,IDR,Browsedrive,Suite 26,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,137.96.80.35,96,2021-10-14 23:20:31,0011118881,transfer,14256.03,IDR,Brainbox,20th Floor,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,120.14.249.70,97,2021-01-31 18:58:54,0011118881,deposit,16731.12,USD,Dynava,Suite 16,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,172.171.77.72,98,2021-02-27 19:48:51,0011118881,withdrawal,25392.21,LAK,Twiyo,Suite 27,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,107.36.228.235,99,2021-11-19 12:30:34,0011118881,deposit,17059.2,IDR,Ainyx,PO Box 57577,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,169.244.29.79,100,2021-06-24 11:20:39,0011118881,transfer,9314.9,CNY,Gigaclub,PO Box 56805,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,207.243.150.233,101,2021-01-01 06:55:51,0011118881,transfer,23642.88,THB,Rhybox,PO Box 15503,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,168.82.113.156,102,2021-08-30 19:30:48,0011118881,transfer,17753.33,MKD,Skiptube,PO Box 19246,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,87.201.246.252,103,2021-04-15 15:30:25,0011118881,transfer,13527.75,JPY,Katz,Room 1609,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,172.99.121.140,104,2021-10-03 11:53:40,0011118881,transfer,17970.12,BRL,Dabshots,Room 592,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,127.104.108.129,105,2021-05-11 02:14:54,0011118881,withdrawal,11542.66,IDR,Katz,11th Floor,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,152.220.116.202,106,2021-02-02 14:40:06,0011118881,withdrawal,7555.68,RUB,Skidoo,Room 71,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,97.78.177.27,107,2021-07-23 09:10:15,0011118881,withdrawal,11096.74,EUR,Topiclounge,Apt 1370,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,10.4.158.17,108,2021-12-10 00:05:24,0011118881,withdrawal,25903.81,IQD,Devpoint,Apt 1861,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,92.133.36.22,109,2021-02-11 17:59:57,0011118881,deposit,28356.04,THB,Yombu,Room 566,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,172.185.185.61,110,2021-10-11 17:38:40,0011118881,transfer,3808.04,CNY,Reallinks,2nd Floor,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,202.188.177.12,111,2021-08-16 00:39:17,0011118881,transfer,3653.77,CNY,Meevee,PO Box 56477,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,218.9.189.177,112,2021-01-17 19:01:22,0011118881,withdrawal,9035.83,VEF,Trudoo,17th Floor,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,46.134.245.162,113,2021-11-19 02:22:28,0011118881,deposit,29802.99,EUR,JumpXS,Room 1041,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,158.46.133.36,114,2021-06-30 16:22:38,0011118881,withdrawal,25683.45,LYD,Linklinks,Room 869,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,145.32.19.224,115,2021-08-20 13:08:27,0011118881,deposit,10761.59,PLN,Twitterbridge,Room 404,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,172.88.172.38,116,2021-05-15 10:50:39,0011118881,deposit,19014.3,ARS,Ooba,Suite 52,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,38.187.158.101,117,2021-09-13 03:44:19,0011118881,deposit,11568.72,RUB,Blogspan,Suite 31,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,38.208.226.239,118,2021-07-04 13:38:13,0011118881,transfer,6443.65,SYP,Katz,2nd Floor,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,148.129.16.158,119,2021-04-17 00:50:02,0011118881,withdrawal,6187.51,EUR,Midel,Suite 81,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,56.233.171.86,120,2021-02-07 21:52:27,0011118881,transfer,23482.37,BRL,Flipstorm,Room 1997,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,151.255.232.115,121,2021-05-01 01:45:39,0011118881,transfer,13840.11,LTL,Katz,Room 150,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,189.180.89.77,122,2021-06-12 19:01:51,0011118881,transfer,19228.36,CNY,Bubbletube,Room 1234,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,109.35.29.148,123,2021-02-23 19:10:51,0011118881,deposit,4140.18,IDR,Mybuzz,Suite 81,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,105.164.72.233,124,2021-09-06 15:15:12,0011118881,deposit,10353.61,PHP,Abatz,Room 436,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,228.155.140.108,125,2021-01-04 21:33:47,0011118881,transfer,12422.14,BRL,Blogspan,Apt 1467,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,65.60.24.16,126,2021-05-03 03:03:56,0011118881,transfer,20132.81,EUR,Avavee,Room 802,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,46.9.34.35,127,2021-02-11 10:43:49,0011118881,withdrawal,27168.22,SYP,Gabtype,Room 610,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,42.162.118.88,128,2021-11-24 01:52:31,0011118881,deposit,3840.21,IDR,Yombu,Apt 255,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,165.141.87.67,129,2021-09-15 10:42:40,0011118881,deposit,22149.21,CHF,Avaveo,Apt 154,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,241.178.63.19,130,2021-01-06 14:43:49,0011118881,deposit,27919.0,CNY,Fiveclub,Apt 1224,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,210.90.242.12,131,2021-01-17 01:57:56,0011118881,transfer,19320.61,IDR,Edgeclub,PO Box 84620,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,108.83.133.168,132,2021-01-19 08:24:50,0011118881,withdrawal,13843.01,NZD,Flipbug,Suite 7,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,26.112.6.84,133,2021-12-30 20:33:47,0011118881,withdrawal,11527.38,CNY,Quinu,Apt 1578,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,33.83.64.48,134,2021-10-30 16:44:43,0011118881,deposit,723.74,PHP,Kimia,Apt 1985,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,65.26.74.150,135,2021-03-20 00:26:50,0011118881,withdrawal,28440.22,PEN,Avamba,PO Box 4328,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,116.113.229.139,136,2021-02-28 06:05:56,0011118881,transfer,20162.05,EUR,Blogtags,4th Floor,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,108.97.128.170,137,2021-10-06 03:38:30,0011118881,withdrawal,341.43,PLN,Zoomdog,6th Floor,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,194.16.122.217,138,2021-01-30 12:00:04,0011118881,withdrawal,19006.21,AZN,Snaptags,PO Box 42459,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,108.57.126.105,139,2021-05-18 11:53:27,0011118881,withdrawal,2314.37,PLN,Brightdog,PO Box 1390,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,105.212.35.63,140,2021-07-04 00:11:33,0011118881,withdrawal,22204.9,EUR,Digitube,Apt 765,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,169.163.43.209,141,2021-12-20 07:29:00,0011118881,transfer,18272.23,IDR,Photobug,Room 1782,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,26.3.209.45,142,2021-02-03 11:46:04,0011118881,transfer,409.1,UAH,Wikibox,Apt 1988,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,89.71.184.229,143,2021-08-13 22:35:50,0011118881,transfer,11664.14,CNY,Browseblab,Suite 18,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,155.96.180.103,144,2021-03-04 15:57:14,0011118881,transfer,10639.66,EUR,Photobug,Suite 33,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,182.207.214.93,145,2021-09-09 17:38:38,0011118881,withdrawal,25897.42,CNY,InnoZ,Suite 87,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,11.162.184.13,146,2021-06-24 20:15:23,0011118881,transfer,24152.39,USD,Latz,PO Box 35774,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,88.218.252.236,147,2021-09-19 23:00:10,0011118881,withdrawal,2437.3,MKD,Edgepulse,Suite 92,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,167.163.77.217,148,2021-03-16 04:30:19,0011118881,transfer,664.93,PHP,Skivee,20th Floor,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,118.197.9.102,149,2021-08-26 04:46:32,0011118881,transfer,21507.86,RUB,Twimm,20th Floor,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,254.68.229.161,150,2021-04-15 00:39:51,0011118881,deposit,23176.65,PHP,Linklinks,10th Floor,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,236.249.59.192,151,2021-01-31 20:18:25,0011118881,withdrawal,12569.26,RUB,Yata,14th Floor,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,204.148.203.255,152,2021-02-16 07:40:33,0011118881,transfer,6629.9,RUB,Devpoint,13th Floor,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,152.160.172.147,153,2021-12-11 17:37:35,0011118881,withdrawal,2412.38,RUB,Thoughtworks,Suite 16,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,167.60.74.163,154,2021-10-29 00:09:23,0011118881,deposit,29829.31,GBP,Wordify,Room 1540,groceries
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,237.57.176.254,155,2021-11-14 07:02:17,0011118881,deposit,549.83,ARS,Oyoba,8th Floor,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,81.104.208.205,156,2021-01-31 21:02:50,0011118881,transfer,15987.57,THB,Quatz,PO Box 17273,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,104.193.21.169,157,2021-01-07 10:52:40,0011118881,transfer,29959.93,EUR,Oyonder,Suite 37,transportation
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,189.40.10.214,158,2021-09-07 09:38:45,0011118881,deposit,6304.25,CZK,Flashdog,Room 1934,entertainment
Chigozie,Anyasor,chigozie.anyasor@test.com,Male,151.27.19.124,159,2021-02-13 12:12:58,0011118881,deposit,23459.61,COP,Fivechat,Suite 60,groceries
